,label,news_report
3612887,India,Likely to be deported to India; Dawood kin flees to Pakistan from US
3806896,India,Govt; oppn have fiery exchange in Rajya Sabha over 'plight of minorities'
1856242,India,Arun Jaitley buys house worth Rs 1 crore in Amritsar
1343088,India,India may hold home secretary-level talks with Pakistan this month
1933731,India,Akhilesh Yadav orders administrative inquiry into Saharanpur clashes
1856533,India,CPM calls Barus book work of fiction party may come up with point by point rebuttal later
1738015,India,Jharkhand BJP leaders apply for 'Onion Loan'
3620095,India,Sahara companies raised Rs 50;000 crore; did not pay back investors: SFIO
2009924,India,37 years on; Emergency-era law to go
521495,India,Decision to revoke President's rule is Diwali gift: BJP
2733021,India,Assam government effects 2-child policy
1109373,India,IPS officer Bhatt not present in meeting with Narendra Modi: Gujarat Ex-DGP
126904,India,Oppn demands President's rule in Gujarat
1672954,India,Plan panel sticks to old formula to define poor
13987,India,Naxalites shoot dead 6 policemen in Orissa
527863,India,Sanctions impede India's N-power sector growth: Scientists
1950692,India,Govt insulting constitutional post of governor: Congress
1842195,India,People's Liberation Front of India operatives gun down mukhiya in West Singhbhum
3481835,India,Covid-19: Second wave has shaken country; says PM Modi
2887528,India,Mann Ki Baat: PM Modi to address nation today
1435032,India,Vilasrao Deshmukh's body reaches Latur; thousands gather to pay respects
1660819,India,Nawaz Sharif's special envoy meets Manmohan Singh
2342976,India,Gogoi offers govt jobs and cows to women
715792,India,Never insulted national anthem; says Tharoor
485957,India,Six ULFA militants apprehended in Assam by security forces
2088392,India,Sena slams J&K CM; calls him a 'godfather of separatists'
197505,India,What Israeli tactics could mean
544246,India,1993 blasts case: SC grants bail to Abdul Razak Memon
1046075,India,Cabinet reshuffle: 3 new ministers sworn in
833291,India,'Petitioners didn't have say on Kapadia presence'
671472,India,Pakistan refuses consular access to jailed Indian
61582,India,Fernandes' US visit to begin from Jan 16
400111,India,Music director G Devarajan dies
3712172,India,Centre yet to write to CJI Ramana to name his successor
2094712,India,Land Bill: BJP panel too favours 80% consent clause
554713,India,India has its way on N-fuel supply concerns
2311994,India,States blame Centre; but don't lift imported stocks at subsidised prices
409591,India,Jessica case: Ramani moves fresh application in HC
1963321,India,CBI arrests Sadananda Gogoi in Saradha scam
3047649,India,23 Indian passports go missing from Pakistan high commission; spark alarm
3689644,India,BJP: After farmers; youths being incited
3032540,India,539 childcare homes shut for norm violation; most of them in Maharashtra
3169987,India,Ayodhya case: SC firm on day-to-day hearing
99309,India,Separate board exams for Ahmedabad students
593193,India,Bofors case: Ex-foreign minister faces action
410956,India,Kashmiri Pandits say roundtable 'futile exercise'
334296,India,Green flag for broad gauge rail project
3561105,India,Can't force paternity test in inheritance tussle; says SC
3222893,India,Soli Sorabjee slams Maharashtra governor; Harish Salve says nothing wrong
456126,India,Decision of NSG cover for Rabri triggers row
1062787,India,Swamy targets Sonia; Pranab but spares PM
3274390,India,Peeved Speaker unlikely to return to Lok Sabha anytime soon
784851,India,Witness says Karkare decided to go to Cama hospital voluntarily
447421,India,Mapping tool to help cops zero in on crime hotspots
903959,India,Probe clears Rajendra Pachauri of money taint
593058,India,Is ISI behind Kabul embassy blast?
11367,India,Govt playing vote bank politics: VHP chief
72753,India,No alternative to Congress; says Laloo
1320511,India,Suspected vessel involed in collision to reach Chennai on Monday morning
325877,India,All wired up and everywhere to go
2088732,India,Housing for poor still a distant dream as states fail to utilize loans
434427,India,Seven farmers end lives in Vidarbha: NGO
2521918,India,NDRF deploys five teams; rescues 54
507114,India,Delhi: Move to junk nursery seats points system
3488284,India,Covid report not must for hospital admission: Govt
2666371,India,Chinese videos slam India-Singapore naval exercise
3005937,India,Activist's acid attack claim false: UP cops
2442969,India,Backward Muslims to launch drive to secure political voice
1433408,India,Himachal Everesters start initiative to save Himalayas
1549566,India,India test-fires ballistic missile from underwater platform
2198308,India,Gurdaspur attack GPS data handled poorly by cops; agencies say
156135,India,UP dissidents call two-day truce
270771,India,MCC leader arrested with explosives
384005,India,Shankaracharya trial adjourned to December 19
299852,India,Akshardham hero loses battle
2221634,India,Indo-Pak drama: No bans here; it's all aman and aasha
1610655,India,India's 'handprint' emerging as global symbol for positive action
133145,India,FIR against judicial officers only with consent of CJs: SC
924345,India,Slowly; the screams grew faint and then faded away
3839364,India,Won't quit as MLC as it'll help Shinde Sena-BJP alliance: Uddhav Thackeray
1894150,India,Rahul Gandhi concerned at rising in sexual assaults
3446443,India,recall maharashtra governor koshyari acting like bjp puppet says shiv sena mouthpiece
2081087,India,Budget 2015: One-time chance on black money or 10 yrs in jail
1992974,India,Akhilesh cracks the whip; sacks 70 'lal batti' ministers for non-performance
2263990,India,Infographics: State of internet in India
203941,India,BJP not for Hindutva as poll issue: Rajnath
1316957,India,China's objection to Arunachal Pradesh visit most unfortunate: A K Antony
650052,India,Malegaon: Terror 'guru' in judicial custody till Dec 12
1103824,India,Firm on bringing 26/11 guilty to book: MEA
798633,India,Breach of security in Parliament?
1935214,India,My father will never do a Natwar: President Pranab Mukherjee's daughter
905106,India,DIPP for diluting environment norms to give boost manufacturing sector
1834063,India,President condemns Naxalite attack
3869661,India,Row as Jawaharlal Nehru dropped from museum's name
1965436,India,UP to have metro rail in more cities
506430,India,Rajiv killing: CBI awaits response on Kumaran's detention
3305295,India,Stop 'specific groups' from violating curbs; Bengal told
1197693,India,Exile admn far superior to China's rule in Tibet: Sangay
3417716,India,Quad officials meet virtually; discuss ways for cooperation on countering disinformation; Covid response
735368,India,LS polls phase II: 45% polling in 13 Lok Sabha seats in Madhya Pradesh
438679,India,Just forget it; says K'taka CM
3043620,India,BJP slams Congress; says Robert Vadra fountainhead of corruption
613800,India,India will meet Pak fate if nuclear deal goes through: Karat
309066,India,Rickshaw driver's daughter to become doctor
457872,India,DMK ready to join 'oust Mulayam' campaign of Congress
513517,India,Issue NBWs only as last resort; says SC
486110,India,Some villages in 10-ft water
1090572,India,Power crisis in Haryana as Jat stir hits coal supply
1475076,India,Needless procedures plague hapless patients: World Bank
292372,India,I will go back less burdened: Zafar's kin
1174849,India,Yeddyurappa to quit tomorrow; hectic parleys on to choose his successor
533948,India,Rane's statement an act of indiscipline: Moily
2030217,India,Congress threatens privilege motion over circular row
418723,India,Salaam Mumbai; once again
3432712,India,'Bureaucracy' failed to deliver good governance in J&K: JKAP chief
2002910,India,10 days of our govt can't be compared to 10-year rule of Congress: Khattar
1640915,India,CBI seeks arrest of former ministers Sabita Indra Reddy; Dharmana Prasada Rao in Jagan assets case
2935764,India,'Indian men feel a woman likes to be pursued; so they don't take no for an answer'
1015723,India,Mumbai civic body sleeps on statue for braveheart cop
1571559,India,Economic Survey 2013 Rs 2 3 lakh crore needed to weather climate change
1929920,India,Reports of listening devices at my residence 'highly speculative': Gadkari
1157527,India,PM should have only limited immunity; reiterates BJP
2030241,India,Schoolchildren across the country mourn Peshawar deaths
2142365,India,Speaker disqualifies 3 Manipur TMC MLAs
1120345,India,More arrests of CPI(ML) cadre likely in Punjab
1337577,India,Rajoana's execution row: Dal Khalsa gives call for Punjab bandh
336999,India,Mirthala station master arrested
1149537,India,Public consultation on framing laws may become the norm
1854716,India,MP CM's Mission 29 looks a tall order
488055,India,SGPC seeks Haryana govt surveillance on Dera head
486275,India,'Don't turn Prez race into municipal poll'
975637,India,Special tribunal retains ban on SIMI
1488289,India,Kejriwal is now Cong; BJP's common target
627462,India,Hamlets with 300 people will have polling booths: EC
2052440,India,Jaya; Jaitley meet; discuss floor coordination in RS
464719,India,OBC quota row: A surprised Cong seeks judicial review
1469375,India,Russia defence minister puts off India trip
197070,India,4 held with IEDs near Kalam function venue
162514,India,Medha Patkar attacks Modi on SSP
1969460,India,Modi to witness Mangalyaan insertion
1125990,India,Facing armed villagers; police fear to arrest Haryana ex-MLA
86394,India,No crisis in NDA over Ayodhya: BJP
123592,India,Tension in Gujarat on rathyatra eve
2259237,India,Sunanda Pushkar's case: FBI report rules out death by Polonium or any other radioactive substance
838442,India,I'M INDIAN I DON'T HAVE TO EXCUSE IT OR DECLARE IT
377414,India,'71 Indo-Pak war hero Manekshaw critical
534587,India,Modi gives BJP a Bengal of its own
16551,India,SIMI; according to SIMI
3648523,India,2 crore paid to 'Matoshree'; Sena neta claims it was for his mom
1870498,India,Block Digvijaya Singh-Amrita Rai content; websites told
455136,India,Two-year course not MBA; says AICTE
414277,India,Bachchans face 37 income tax notices
288643,India,Mehbooba escapes assassination bid
1057058,India,Karmapa raid may lead ED to other monasteries
1774804,India,LG suggests President rule as way out of deadlock
1641078,India,19 dead in Himachal bus accident
1634059,India,Congress carrying out rabid attacks on my government; Mamata says
3866625,India,Tax returns filed late; directors of 2 jewellery companies get 6 months rigorous imprisonment
